person	position	position_is_noisy	document_count	person_total_documents	share_of_person_documents
А.Г. Колодина	секретарь	no	3	4	0.75
А.Е. Кожуро	член	yes	3	3	1.0
А.И. Александрова	член	yes	3	4	0.75
А.И. Анишева	правый	yes	3	12	0.25
А.И. Биркенгофа	представитель	yes	3	3	1.0
А.И. Биркенгофа	сотрудник	no	3	3	1.0
А.И. Биркенгофа	троцкист	yes	3	3	1.0
А.И. Биркенгофа	член	yes	3	3	1.0
А.И. Кармалитова	правый	yes	3	3	1.0
А.И. Кармалитова	руководитель	no	3	3	1.0
А.И. Кармалитова	член	yes	3	3	1.0
А.И. Коновой	член	yes	3	3	1.0
А.И. Синелобова	сотрудник	no	3	3	1.0
А.И. Синелобова	член	yes	3	3	1.0
А.И. Толмазова	троцкист	yes	3	8	0.375
А.К. Середохина	член	yes	3	3	1.0
А.М. Гертика	обвиняемый	no	3	11	0.2727
А.М. Гертика	руководитель	no	3	11	0.2727
А.Н. Слепкова	правый	yes	3	5	0.6
А.Н. Слепкова	секретарь	no	3	5	0.6
А.П. Костиной	троцкист	yes	3	5	0.6
А.П. Костиной	член	yes	3	5	0.6
А.С. Енукидзе	представитель	yes	3	8	0.375
А.Ф. Шараповой	секретарь	no	3	6	0.5
А.Х. Кантора	директор	no	3	3	1.0
А.Х. Кантора	троцкист	yes	3	3	1.0
А.Х. Кантора	член	yes	3	3	1.0
А.Ю. Айхенвальда	троцкист	yes	3	5	0.6
А.Ю. Тивеля	комиссар	no	3	5	0.6
А.Ю. Тивеля	секретарь	no	3	5	0.6
А.Я. Вышинский	секретарь	no	3	10	0.3
Агранов	вредитель	yes	3	74	0.0405
Агранов	посол	no	3	74	0.0405
Агранов	редактор	no	3	74	0.0405
Агранов	свидетель	no	3	74	0.0405
Агранов	следователь	no	3	74	0.0405
Астров	директор	no	3	8	0.375
Астров	председатель	no	3	8	0.375
Б.А. Кушнера	правый	yes	3	4	0.75
Б.А. Кушнера	секретарь	no	3	4	0.75
Б.А. Кушнера	троцкист	yes	3	4	0.75
Б.А. Кушнера	член	yes	3	4	0.75
Б.Г. Козелева	директор	no	3	3	1.0
Б.Г. Козелева	комиссар	no	3	3	1.0
Б.Г. Козелева	нарком	no	3	3	1.0
Б.Г. Козелева	начальник	no	3	3	1.0
Б.Г. Козелева	правый	yes	3	3	1.0
Б.Г. Козелева	председатель	no	3	3	1.0
Б.Г. Козелева	руководитель	no	3	3	1.0
Б.Г. Козелева	секретарь	no	3	3	1.0
Б.Г. Козелева	троцкист	yes	3	3	1.0
Б.Г. Козелева	член	yes	3	3	1.0
Б.И. Кузьмичева	комиссар	no	3	3	1.0
Б.И. Кузьмичева	секретарь	no	3	3	1.0
Б.И. Кузьмичева	троцкист	yes	3	3	1.0
Б.М. Нижника	троцкист	yes	3	3	1.0
Б.М. Нижника	член	yes	3	3	1.0
Б.М. Оберталлера	комиссар	no	3	3	1.0
Б.М. Оберталлера	начальник	no	3	3	1.0
Б.М. Оберталлера	руководитель	no	3	3	1.0
Б.М. Оберталлера	секретарь	no	3	3	1.0
Б.М. Оберталлера	троцкист	yes	3	3	1.0
Б.М. Оберталлера	член	yes	3	3	1.0
Б.Н. Сахова	прокурор	no	3	9	0.3333
Б.Н. Сахова	секретарь	no	3	9	0.3333
Бухарин	директор	no	3	73	0.0411
Бухарин	судья	no	3	73	0.0411
В.А. Балицкого	нарком	no	3	13	0.2308
В.А. Балицкого	начальник	no	3	13	0.2308
В.А. Барута	директор	no	3	9	0.3333
В.А. Виноградова	троцкист	yes	3	6	0.5
В.А. Тер-Ваганян	комиссар	no	3	3	1.0
В.А. Тер-Ваганян	секретарь	no	3	3	1.0
В.А. Тер-Ваганян	троцкист	yes	3	3	1.0
В.А. Яковлева	заместитель	no	3	5	0.6
В.А. Яковлева	руководитель	no	3	5	0.6
В.В. Кузьмина	нарком	no	3	7	0.4286
В.В. Румянцева	руководитель	no	3	12	0.25
В.В. Румянцевым	обвиняемый	no	3	3	1.0
В.В. Шмидта	кандидат	yes	3	4	0.75
В.В. Шмидта	председатель	no	3	4	0.75
В.В. Шмидта	член	yes	3	4	0.75
В.Г. Белова	директор	no	3	3	1.0
В.Г. Белова	правый	yes	3	3	1.0
В.Г. Белова	член	yes	3	3	1.0
В.Г. Яковенко	комиссар	no	3	3	1.0
В.Г. Яковенко	нарком	no	3	3	1.0
В.Г. Яковенко	правый	yes	3	3	1.0
В.Г. Яковенко	председатель	no	3	3	1.0
В.Г. Яковенко	руководитель	no	3	3	1.0
В.Г. Яковенко	троцкист	yes	3	3	1.0
В.Г. Яковенко	член	yes	3	3	1.0
В.Д. Каспаровой	комиссар	no	3	3	1.0
В.Д. Каспаровой	секретарь	no	3	3	1.0
В.Д. Каспаровой	троцкист	yes	3	3	1.0
В.И. Звездова	руководитель	no	3	9	0.3333
В.И. Звездова	секретарь	no	3	9	0.3333
В.И. Козырева	троцкист	yes	3	5	0.6
Г.А. Молчанова	руководитель	no	3	8	0.375
Г.Б. Синани-Скалов	директор	no	3	12	0.25
Г.Б. Синани-Скалов	кандидат	yes	3	12	0.25
Г.Б. Синани-Скалов	нарком	no	3	12	0.25
Г.Б. Синани-Скалов	начальник	no	3	12	0.25
Г.Б. Синани-Скалов	полпред	no	3	12	0.25
Г.Б. Синани-Скалов	председатель	no	3	12	0.25
Г.Б. Синани-Скалов	представитель	yes	3	12	0.25
Г.Б. Синани-Скалов	руководитель	no	3	12	0.25
Г.Б. Синани-Скалов	сотрудник	no	3	12	0.25
Г.Е. Горбачева	троцкист	yes	3	3	1.0
Г.Е. Горбачева	член	yes	3	3	1.0
Г.Е. Евдокимовым	обвиняемый	no	3	4	0.75
Г.Е. Прокофьева	представитель	yes	3	33	0.0909
Г.Е. Прокофьева	редактор	no	3	33	0.0909
Г.И. Сафарова	директор	no	3	32	0.0938
Г.И. Сафарова	комиссар	no	3	32	0.0938
Г.И. Сафаровым	член	yes	3	3	1.0
Г.М. Аркуса	председатель	no	3	6	0.5
Г.М. Аркуса	троцкист	yes	3	6	0.5
Г.М. Артеменко	троцкист	yes	3	3	1.0
Г.М. Артеменко	член	yes	3	3	1.0
Г.Ф. Овчинникова	комиссар	no	3	3	1.0
Г.Ф. Овчинникова	председатель	no	3	3	1.0
Г.Ф. Овчинникова	секретарь	no	3	3	1.0
Г.Ф. Овчинникова	троцкист	yes	3	3	1.0
Г.Ф. Овчинникова	член	yes	3	3	1.0
Г.Ф. Попова	обвиняемый	no	3	12	0.25
Д.А. Шмидта	руководитель	no	3	6	0.5
Д.А. Шмидта	член	yes	3	6	0.5
Д.П. Марецкого	правый	yes	3	3	1.0
Дмитриев	председатель	no	3	17	0.1765
Е.А. Дрейцера	директор	no	3	7	0.4286
Е.В. Цетлина	заместитель	no	3	20	0.15
Е.В. Цетлина	комиссар	no	3	20	0.15
Е.В. Цетлина	председатель	no	3	20	0.15
Е.В. Цетлина	представитель	yes	3	20	0.15
Е.К. Мухановой	комиссар	no	3	13	0.2308
Е.К. Мухановой	обвиняемый	no	3	13	0.2308
Е.К. Мухановой	посол	no	3	13	0.2308
Е.Ф. Куликова	руководитель	no	3	6	0.5
Е.Ю. Раевской	сотрудник	no	3	4	0.75
З.А. Ашрафяна	директор	no	3	4	0.75
З.А. Ашрафяна	руководитель	no	3	4	0.75
З.А. Ашрафяна	секретарь	no	3	4	0.75
З.И. Пелевиной	троцкист	yes	3	3	1.0
З.И. Пелевиной	член	yes	3	3	1.0
З.М. Беленького	секретарь	no	3	4	0.75
З.М. Беленького	сотрудник	no	3	4	0.75
Зиновьев	следователь	no	3	50	0.06
И.А. Князева	агент	no	3	4	0.75
И.А. Князева	комиссар	no	3	4	0.75
И.А. Князева	нарком	no	3	4	0.75
И.А. Мусульбаса	председатель	no	3	7	0.4286
И.Д. Турока	агент	no	3	3	1.0
И.Д. Турока	заместитель	no	3	3	1.0
И.Д. Турока	начальник	no	3	3	1.0
И.Д. Турока	представитель	yes	3	3	1.0
И.Д. Турока	троцкист	yes	3	3	1.0
И.Д. Турока	член	yes	3	3	1.0
И.И. Бурлакова	начальник	no	3	3	1.0
И.И. Бурлакова	троцкист	yes	3	3	1.0
И.И. Бурлакова	член	yes	3	3	1.0
И.И. Горовича	председатель	no	3	4	0.75
И.И. Котолыновым	обвиняемый	no	3	3	1.0
И.И. Котолыновым	член	yes	3	3	1.0
И.И. Рейнгольда	обвиняемый	no	3	11	0.2727
И.И. Трусова	комиссар	no	3	4	0.75
И.К. Наумова	правый	yes	3	6	0.5
И.К. Наумова	троцкист	yes	3	6	0.5
И.К. Федотова	директор	no	3	3	1.0
И.К. Федотова	кандидат	yes	3	3	1.0
И.К. Федотова	комиссар	no	3	3	1.0
И.К. Федотова	секретарь	no	3	3	1.0
И.К. Федотова	сотрудник	no	3	3	1.0
И.К. Федотова	троцкист	yes	3	3	1.0
И.К. Федотова	член	yes	3	3	1.0
И.М. Гуревича	руководитель	no	3	6	0.5
И.М. Гуревича	секретарь	no	3	6	0.5
И.Н. Маевского	заместитель	no	3	3	1.0
И.Н. Маевского	комиссар	no	3	3	1.0
И.Н. Маевского	нарком	no	3	3	1.0
И.Н. Маевского	начальник	no	3	3	1.0
И.Н. Маевского	секретарь	no	3	3	1.0
И.Н. Маевского	троцкист	yes	3	3	1.0
И.Н. Маевского	член	yes	3	3	1.0
И.П. Бакаева	директор	no	3	13	0.2308
И.П. Бакаева	руководитель	no	3	13	0.2308
И.П. Бакаевым	обвиняемый	no	3	3	1.0
И.С. Горшенина	редактор	no	3	12	0.25
И.С. Горшенина	секретарь	no	3	12	0.25
И.Т. Смилги	троцкист	yes	3	4	0.75
И.Т. Смилги	член	yes	3	4	0.75
К.Е. Ворошилова	комиссар	no	3	4	0.75
К.Е. Ворошилова	секретарь	no	3	4	0.75
К.Е. Ворошилова	троцкист	yes	3	4	0.75
К.Н. Лукницкого	комиссар	no	3	3	1.0
К.Н. Лукницкого	секретарь	no	3	3	1.0
К.Н. Лукницкого	троцкист	yes	3	3	1.0
Каменев	нарком	no	3	26	0.1154
Каменев	подсудимый	no	3	26	0.1154
Каменев	редактор	no	3	26	0.1154
Киров	обвиняемый	no	3	9	0.3333
Л.А. Лаврентьева	троцкист	yes	3	3	1.0
Л.В. Николаевым	троцкист	yes	3	4	0.75
Л.Г. Лелевича	троцкист	yes	3	3	1.0
Л.Д. Троцкий	правый	yes	3	28	0.1071
Л.З. Мехлиса	прокурор	no	3	6	0.5
Л.И. Гасвиани	троцкист	yes	3	3	1.0
Л.М. Каганович	комиссар	no	3	11	0.2727
Л.М. Марьясина	комиссар	no	3	3	1.0
Л.М. Марьясина	нарком	no	3	3	1.0
Л.М. Марьясина	начальник	no	3	3	1.0
Л.М. Марьясина	обвиняемый	no	3	3	1.0
Л.М. Марьясина	секретарь	no	3	3	1.0
Л.М. Марьясина	троцкист	yes	3	3	1.0
Л.М. Марьясина	член	yes	3	3	1.0
Л.О. Ханика	троцкист	yes	3	3	1.0
Л.П. Серебрякова	комиссар	no	3	3	1.0
Л.П. Серебрякова	секретарь	no	3	3	1.0
Л.П. Серебрякова	троцкист	yes	3	3	1.0
Л.П. Серебрякова	член	yes	3	3	1.0
Л.П. Серебряковым	комиссар	no	3	3	1.0
Л.П. Серебряковым	начальник	no	3	3	1.0
Л.П. Серебряковым	обвиняемый	no	3	3	1.0
Л.П. Серебряковым	секретарь	no	3	3	1.0
Л.П. Серебряковым	троцкист	yes	3	3	1.0
Л.П. Серебряковым	член	yes	3	3	1.0
Л.С. Сосновского	агент	no	3	5	0.6
Л.С. Сосновского	нарком	no	3	5	0.6
Л.С. Сосновского	правый	yes	3	5	0.6
Л.С. Сосновского	секретарь	no	3	5	0.6
Л.Ф. Дитятевой	директор	no	3	5	0.6
Л.Я. Файвиловича	троцкист	yes	3	6	0.5
М.В. Бурштейном	обвиняемый	no	3	3	1.0
М.В. Бурштейном	секретарь	no	3	3	1.0
М.И. Лурье	троцкист	yes	3	3	1.0
М.И. Лурье	член	yes	3	3	1.0
М.Л. Быховского	комиссар	no	3	3	1.0
М.Л. Быховского	начальник	no	3	3	1.0
М.Л. Быховского	троцкист	yes	3	3	1.0
М.М. Киллерога	кандидат	yes	3	6	0.5
М.М. Харитонова	правый	yes	3	11	0.2727
М.М. Харитонова	секретарь	no	3	11	0.2727
