person	organization	document_count	person_total_documents	share_of_person_documents
И.И. Койген	ЦК ВКП(б)	1	1	1.0
И.И. Котолыновым	ВКП(б)	1	3	0.3333
И.И. Котолыновым	Политбюро	1	3	0.3333
И.И. Котолыновым	ЦК ВКП(б)	1	3	0.3333
И.И. Носкова	ВКП(б)	1	1	1.0
И.И. Носкова	ГУГБ	1	1	1.0
И.И. Носкова	НКВД	1	1	1.0
И.И. Носкова	Правда	1	1	1.0
И.И. Петухова	ВКП(б)	1	1	1.0
И.И. Петухова	Правда	1	1	1.0
И.И. Петухова	ЦК ВКП(б)	1	1	1.0
И.И. Рейнгольда	Верховный Суд СССР	1	11	0.0909
И.И. Рейнгольда	Известия	1	11	0.0909
И.И. Рейнгольда	Правда	1	11	0.0909
И.И. Рейногльда	Правда	1	1	1.0
И.И. Рыстика	ВКП(б)	1	1	1.0
И.И. Рыстика	ГУГБ	1	1	1.0
И.И. Соловьева	ВКП(б)	1	1	1.0
И.И. Соловьева	ГУГБ	1	1	1.0
И.И. Соловьева	НКВД	1	1	1.0
И.И. Тарасова	ЦК ВКП(б)	1	8	0.125
И.И. Тарасовым	НКВД	1	2	0.5
И.И. Трусова	ЦК ВКП(б)	1	4	0.25
И.К. Гогуа	ГУГБ	1	1	1.0
И.К. Гогуа	ЦИК СССР	1	1	1.0
И.К. Наумова	ИККИ	1	6	0.1667
И.К. Наумова	Совнарком	1	6	0.1667
И.К. Наумова	ЦК ВКП(б)	1	6	0.1667
И.К. Федотова	ИККИ	1	3	0.3333
И.К. Федотова	Коминтерн	1	3	0.3333
И.К. Федотова	Правда	1	3	0.3333
И.К. Федотова	Совнарком	1	3	0.3333
И.М. Бык-Бек	ГУГБ	1	2	0.5
И.М. Бык-Бек	Коминтерн	1	2	0.5
И.М. Бык-Бек	НКВД	1	2	0.5
И.М. Бык-Бек	Политбюро	1	2	0.5
И.М. Бык-Бек	ЦК ВКП(б)	1	2	0.5
И.М. Кедрова	ВКП(б)	1	1	1.0
И.М. Кедрова	ГУГБ	1	1	1.0
И.М. Кедрова	НКВД	1	1	1.0
И.М. Кедрова	ЦК ВКП(б)	1	1	1.0
И.М. Майского	НКИД	1	1	1.0
И.М. Майского	Политбюро	1	1	1.0
И.М. Орловская-Мрачковская	ВКП(б)	1	1	1.0
И.М. Орловская-Мрачковская	НКВД	1	1	1.0
И.М. Орловская-Мрачковская	ЦК ВКП(б)	1	1	1.0
И.М. Покатиловского	ВКП(б)	1	1	1.0
И.М. Покатиловского	ГУГБ	1	1	1.0
И.М. Покатиловского	ЦК ВКП(б)	1	1	1.0
И.М. Русанова	ВКП(б)	1	1	1.0
И.М. Русанова	ГУГБ	1	1	1.0
И.М. Русанова	НКВД	1	1	1.0
И.М. Русанова	ОО ГУГБ НКВД	1	1	1.0
И.Н. Дорошенко	НКВД	1	1	1.0
И.Н. Зеликсона	ВКП(б)	1	1	1.0
И.Н. Зеликсона	ГУГБ	1	1	1.0
И.Н. Зеликсона	Коминтерн	1	1	1.0
И.Н. Зеликсона	НКВД	1	1	1.0
И.Н. Зеликсона	ОО ГУГБ НКВД	1	1	1.0
И.Н. Зеликсона	ЦК ВКП(б)	1	1	1.0
И.Н. Маевского	КПК	1	3	0.3333
И.Н. Маевского	КПК при ЦК ВКП(б)	1	3	0.3333
И.Н. Маевского	НКВД	1	3	0.3333
И.Н. Миронова	ВКП(б)	1	1	1.0
И.Н. Миронова	ГУГБ	1	1	1.0
И.Н. Миронова	Правда	1	1	1.0
И.Н. Миронова	ЦК ВКП(б)	1	1	1.0
И.Н. Стукова	ЦК ВКП(б)	1	2	0.5
И.О. Гольденберга	ГУГБ	1	2	0.5
И.П. Бакаева	Верховный Суд СССР	1	13	0.0769
И.П. Бакаева	Совнарком	1	13	0.0769
И.П. Бакаевым	Верховный Суд СССР	1	3	0.3333
И.П. Лукьянова	ВКП(б)	1	1	1.0
И.П. Лукьянова	ГУГБ	1	1	1.0
И.П. Лукьянова	НКВД	1	1	1.0
И.П. Лукьянова	ЦК ВКП(б)	1	1	1.0
И.С. Горшенина	ИККИ	1	12	0.0833
И.С. Горшенина	ЦИК СССР	1	12	0.0833
И.С. Михайлова	ГУГБ	1	2	0.5
И.С. Михайлова	НКВД	1	2	0.5
И.С. Эстермана	ЦК ВКП(б)	1	2	0.5
И.Т. Жирова	ВКП(б)	1	1	1.0
И.Т. Ляшенко	НКВД	1	2	0.5
И.Т. Смилги	ГУГБ	1	4	0.25
И.Т. Смилги	Коминтерн	1	4	0.25
И.Ф. Касперского	ВКП(б)	1	4	0.25
И.Ф. Серегина	ВКП(б)	1	1	1.0
И.Ф. Серегина	НКВД	1	1	1.0
И.Ф. Флакса	ВКП(б)	1	1	1.0
И.Ф. Флакса	НКВД	1	1	1.0
И.Ф. Флакса	ЦК ВКП(б)	1	1	1.0
И.Э. Якире	ВКП(б)	1	1	1.0
И.Я. Одыня	ВКП(б)	1	1	1.0
И.Я. Одыня	ГУГБ	1	1	1.0
И.Я. Одыня	ИККИ	1	1	1.0
И.Я. Одыня	Коминтерн	1	1	1.0
И.Я. Одыня	ЦК ВКП(б)	1	1	1.0
К.А. Апанасевича	ВКП(б)	1	1	1.0
К.А. Апанасевича	ГУГБ	1	1	1.0
К.А. Апанасевича	НКВД	1	1	1.0
К.А. Довганя	ВКП(б)	1	1	1.0
К.А. Довганя	ГУГБ	1	1	1.0
К.А. Довганя	НКВД	1	1	1.0
К.А. Довганя	Политбюро	1	1	1.0
К.А. Довганя	ЦК ВКП(б)	1	1	1.0
К.А. Оганесова	ВКП(б)	1	1	1.0
К.А. Оганесова	ГУГБ	1	1	1.0
К.А. Оганесова	НКВД	1	1	1.0
К.А. Оганесова	ЦК ВКП(б)	1	1	1.0
К.Б. Берман-Юрин	ГУГБ	1	2	0.5
К.Б. Берман-Юрин	ИККИ	1	2	0.5
К.Б. Берман-Юрин	ИНО ГУГБ	1	2	0.5
К.В. Генераловой	ВКП(б)	1	1	1.0
К.В. Генераловой	НКВД	1	1	1.0
К.В. Генераловой	Правда	1	1	1.0
К.В. Генераловой	ЦК ВКП(б)	1	1	1.0
К.В. Трофимова	ВКП(б)	1	1	1.0
К.В. Трофимова	ГУГБ	1	1	1.0
К.В. Трофимова	НКВД	1	1	1.0
К.В. Трофимова	ЦК ВКП(б)	1	1	1.0
К.Д. Мучникова	ВКП(б)	1	1	1.0
К.Д. Мучникова	ГУГБ	1	1	1.0
К.Д. Мучникова	НКВД	1	1	1.0
К.Д. Мучниковым	ГУГБ	1	1	1.0
К.Д. Мучниковым	НКВД	1	1	1.0
К.Е. Ворошилова	ГУГБ	1	4	0.25
К.Е. Ворошилова	Коминтерн	1	4	0.25
К.Е. Дубовского	ГУГБ	1	1	1.0
К.Е. Дубовского	Совнарком	1	1	1.0
К.И. Гидлевского	ЦК ВКП(б)	1	2	0.5
К.И. Грюнштейна	ГУГБ	1	2	0.5
К.И. Грюнштейна	ЦК ВКП(б)	1	2	0.5
К.И. Синелобовой	Политбюро	1	3	0.3333
К.К. Боштедта	ВКП(б)	1	1	1.0
К.К. Боштедта	ГУГБ	1	1	1.0
К.К. Муханова	НКВД	1	9	0.1111
К.К. Мухановым	ГУГБ	1	1	1.0
К.М. Ерофицкого	ВКП(б)	1	1	1.0
К.М. Ерофицкого	ГУГБ	1	1	1.0
К.М. Ерофицкого	НКВД	1	1	1.0
К.М. Ерофицкого	Политбюро	1	1	1.0
К.М. Ерофицкого	ЦК ВКП(б)	1	1	1.0
К.М. Петухова	ВКП(б)	1	1	1.0
К.М. Петухова	ГУГБ	1	1	1.0
К.М. Петухова	НКВД	1	1	1.0
К.М. Петухова	Политбюро	1	1	1.0
К.Н. Афонина	ВКП(б)	1	1	1.0
К.Н. Афонина	ГУГБ	1	1	1.0
К.Н. Афонина	НКВД	1	1	1.0
К.Н. Афонина	ЦК ВКП(б)	1	1	1.0
К.Н. Емельянова	ВКП(б)	1	2	0.5
К.С. Модебадзе	ГУГБ	1	2	0.5
К.С. Модебадзе	НКВД	1	2	0.5
К.С. Модебадзе	Правда	1	2	0.5
К.С. Модебадзе	Совнарком	1	2	0.5
К.С. Модебадзе	ЦК ВКП(б)	1	2	0.5
К.Ф. Лебедева	ВКП(б)	1	1	1.0
К.Ф. Лебедева	ГУГБ	1	1	1.0
К.Я. Янсона	ВКП(б)	1	1	1.0
К.Я. Янсона	ГУГБ	1	1	1.0
К.Я. Янсона	ЦК ВКП(б)	1	1	1.0
Каменев	Совнарком	1	26	0.0385
Каменев	ЦИК СССР	1	26	0.0385
Киров	НКВД	1	9	0.1111
Киров	Политбюро	1	9	0.1111
Л.А. Воронова	ВКП(б)	1	1	1.0
Л.А. Воронова	ГУГБ	1	1	1.0
Л.А. Воронова	ЦК ВКП(б)	1	1	1.0
Л.А. Лаврентьева	ВКП(б)	1	3	0.3333
Л.А. Чернозубовой	ВКП(б)	1	2	0.5
Л.А. Чернозубовой	НКВД	1	2	0.5
Л.А. Шацкина	ВКП(б)	1	2	0.5
Л.А. Шацкина	КПК	1	2	0.5
Л.А. Шацкина	Правда	1	2	0.5
Л.А. Шацкина	Прокуратура СССР	1	2	0.5
Л.А. Шацкина	ЦК ВКП(б)	1	2	0.5
Л.В. Когану	НКВД	1	2	0.5
Л.В. Когану	Правда	1	2	0.5
Л.В. Когану	ЦИК СССР	1	2	0.5
Л.В. Николаева	Коминтерн	1	43	0.0233
Л.В. Николаева	ЦК ВКП(б)	1	43	0.0233
Л.В. Николаевым	ВКП(б)	1	4	0.25
Л.В. Николаевым	Коминтерн	1	4	0.25
Л.Г. Лелевича	ВКП(б)	1	3	0.3333
Л.Г. Миронова	ВКП(б)	1	1	1.0
Л.Г. Миронова	ГУГБ	1	1	1.0
Л.Г. Миронова	НКВД	1	1	1.0
Л.Г. Миронова	ЦК ВКП(б)	1	1	1.0
Л.Д. Гогоберидзе	Верховный Суд СССР	1	2	0.5
Л.Д. Гогоберидзе	Политбюро	1	2	0.5
Л.Д. Гогоберидзе	Правда	1	2	0.5
Л.Д. Троцкий	ВКП(б)	1	28	0.0357
Л.Д. Троцкий	Известия	1	28	0.0357
Л.Е. Бурковой	ГУГБ	1	2	0.5
Л.Е. Бурковой	Политбюро	1	2	0.5
Л.Е. Бурковой	Правда	1	2	0.5
Л.Е. Хосроева	ЦК ВКП(б)	1	2	0.5
Л.И. Гасвиани	ГУГБ	1	3	0.3333
Л.И. Гасвиани	Правда	1	3	0.3333
Л.И. Гасвиани	ЦК ВКП(б)	1	3	0.3333
Л.И. Мадьяра	ВКП(б)	1	1	1.0
Л.И. Мадьяра	Коминтерн	1	1	1.0
Л.И. Мадьяром	ИККИ	1	1	1.0
Л.И. Перельштейн	Коминтерн	1	2	0.5
Л.И. Пономарева	НКВД	1	2	0.5
Л.И. Пономарева	Политбюро	1	2	0.5
Л.И. Сосицкого	ЦК ВКП(б)	1	4	0.25
Л.К. Пелипейко	ВКП(б)	1	1	1.0
Л.К. Пелипейко	ГУГБ	1	1	1.0
Л.К. Пелипейко	ИНО ГУГБ	1	1	1.0
Л.Л. Авербахе	ВКП(б)	1	1	1.0
Л.Л. Авербахе	НКВД	1	1	1.0
Л.Л. Авербахе	ЦК ВКП(б)	1	1	1.0
Л.М. Заковского	ВКП(б)	1	1	1.0
Л.М. Заковского	Известия	1	1	1.0
Л.М. Заковского	НКВД	1	1	1.0
Л.М. Каганович	ИККИ	1	11	0.0909
Л.М. Каганович	КПК	1	11	0.0909
Л.М. Каганович	КПК при ЦК ВКП(б)	1	11	0.0909
Л.М. Марьясина	Совнарком	1	3	0.3333
Л.М. Островской	ВКП(б)	1	1	1.0
Л.М. Островской	ГУГБ	1	1	1.0
Л.М. Островской	НКВД	1	1	1.0
Л.М. Островской	ЦК ВКП(б)	1	1	1.0
Л.Н. Минервиной	ВКП(б)	1	2	0.5
Л.О. Ханика	НКВД	1	3	0.3333
Л.П. Берии	Совнарком	1	2	0.5
Л.П. Жашковой	ГУГБ	1	1	1.0
Л.П. Серебрякова	ИНО ГУГБ	1	3	0.3333
Л.П. Серебрякова	Известия	1	3	0.3333
Л.П. Серебрякова	Правда	1	3	0.3333
Л.П. Серебрякова	Совнарком	1	3	0.3333
Л.П. Серебряковым	НКВД	1	3	0.3333
Л.С. Мамишвили-Мишкевич	Коминтерн	1	2	0.5
Л.С. Мамишвили-Мишкевич	Политбюро	1	2	0.5
Л.С. Сосновского	ГУГБ	1	5	0.2
Л.С. Сосновского	Коминтерн	1	5	0.2
Л.С. Сосновского	Совнарком	1	5	0.2
Л.С. Тер-Минасов	Правда	1	2	0.5
Л.С. Тер-Минасов	Совнарком	1	2	0.5
Л.Х. Розенблюма	Верховный Суд СССР	1	2	0.5
Л.Х. Розенблюма	Правда	1	2	0.5
Л.Х. Розенблюма	ЦК ВКП(б)	1	2	0.5
Л.Ю. Брик	НКВД	1	1	1.0
Л.Я. Любарского	ВКП(б)	1	1	1.0
Л.Я. Любарского	ГУГБ	1	1	1.0
Л.Я. Любарского	НКВД	1	1	1.0
Л.Я. Любарского	Правда	1	1	1.0
Л.Я. Любарского	ЦК ВКП(б)	1	1	1.0
Л.Я. Нехамкина	ВКП(б)	1	1	1.0
Л.Я. Нехамкина	ГУГБ	1	1	1.0
Л.Я. Нехамкина	НКВД	1	1	1.0
Л.Я. Нехамкина	ЦК ВКП(б)	1	1	1.0
Л.Я. Файвиловича	Политбюро	1	6	0.1667
Л.Я. Файвиловичем	ГУГБ	1	1	1.0
М.А. Жарикова	НКВД	1	2	0.5
М.А. Жарикова	ЦК ВКП(б)	1	2	0.5
М.А. Житкова	ВКП(б)	1	1	1.0
М.А. Житкова	ГУГБ	1	1	1.0
М.А. Житкова	НКВД	1	1	1.0
М.А. Житкова	Правда	1	1	1.0
М.А. Москвину	ВКП(б)	1	1	1.0
М.А. Москвину	ИККИ	1	1	1.0
М.А. Москвину	Коминтерн	1	1	1.0
М.А. Москвину	НКВД	1	1	1.0
М.А. Москвину	Правда	1	1	1.0
М.А. Нариманова	ВКП(б)	1	1	1.0
М.А. Нариманова	НКВД	1	1	1.0
М.А. Нариманова	ЦК ВКП(б)	1	1	1.0
М.А. Нырчука	ВКП(б)	1	9	0.1111
М.А. Розенцвейга	ВКП(б)	1	1	1.0
М.А. Розенцвейга	ГУГБ	1	1	1.0
М.А. Розенцвейга	НКВД	1	1	1.0
М.А. Розенцвейга	ЦК ВКП(б)	1	1	1.0
М.Б. Черномордику	ИККИ	1	2	0.5
М.Б. Черномордику	Коминтерн	1	2	0.5
М.В. Борисова	НКВД	1	1	1.0
М.В. Бурштейном	ВКП(б)	1	3	0.3333
М.В. Бурштейном	ЦК ВКП(б)	1	3	0.3333
М.В. Воротникова	ВКП(б)	1	1	1.0
М.В. Воротникова	ГУГБ	1	1	1.0
М.В. Дубовской	ГУГБ	1	1	1.0
М.В. Келдыша	ВКП(б)	1	1	1.0
М.В. Келдыша	ГУГБ	1	1	1.0
М.В. Келдыша	ЦК ВКП(б)	1	1	1.0
М.В. Королькова	ВКП(б)	1	7	0.1429
М.В. Королькова	Совнарком	1	7	0.1429
М.В. Кузнецова	ВКП(б)	1	1	1.0
М.В. Кузнецова	НКВД	1	1	1.0
М.В. Кузнецова	ЦК ВКП(б)	1	1	1.0
М.В. Михайлика	Совнарком	1	2	0.5
М.В. Муравьева	ВКП(б)	1	2	0.5
М.В. Муравьева	Коминтерн	1	2	0.5
М.В. Поздеевой	ГУГБ	1	5	0.2
М.В. Поздеевой	ЦК ВКП(б)	1	5	0.2
М.Г. Грольмана	ВКП(б)	1	1	1.0
М.Г. Грольмана	ГУГБ	1	1	1.0
М.Г. Грольмана	Коминтерн	1	1	1.0
М.Г. Грольмана	НКВД	1	1	1.0
М.Г. Грольмана	Политбюро	1	1	1.0
М.Г. Грольмана	ЦК ВКП(б)	1	1	1.0
М.Г. Короп	НКВД	1	1	1.0
М.Г. Сафьянова	Коминтерн	1	2	0.5
М.Г. Сафьянова	ЦК ВКП(б)	1	2	0.5
М.Д. Багирова	ВКП(б)	1	1	1.0
М.Д. Багирова	НКВД	1	1	1.0
М.Д. Багирова	ЦК ВКП(б)	1	1	1.0
М.Д. Кочетовой	ВКП(б)	1	1	1.0
М.Д. Кочетовой	ГУГБ	1	1	1.0
М.Д. Кочетовой	ИНО ГУГБ	1	1	1.0
М.Д. Кочетовой	Правда	1	1	1.0
М.Е. Быстрова	ВКП(б)	1	1	1.0
М.Е. Быстрова	ГУГБ	1	1	1.0
М.Е. Быстрова	НКВД	1	1	1.0
М.Е. Быстрова	Правда	1	1	1.0
М.Е. Быстрова	ЦК ВКП(б)	1	1	1.0
М.И. Ганштака	ВКП(б)	1	1	1.0
М.И. Ганштака	НКВД	1	1	1.0
М.И. Ганштака	Правда	1	1	1.0
М.И. Ганштака	Секретариат ЦИК СССР	1	1	1.0
М.И. Ганштака	ЦИК СССР	1	1	1.0
М.И. Ганштака	ЦК ВКП(б)	1	1	1.0
М.И. Гая	ГУГБ	1	1	1.0
М.И. Гая	ИНО ГУГБ	1	1	1.0
М.И. Гая	НКВД	1	1	1.0
М.И. Кахиани	ВКП(б)	1	1	1.0
М.И. Кахиани	ГУГБ	1	1	1.0
М.И. Кахиани	КПК	1	1	1.0
М.И. Кахиани	КПК при ЦК ВКП(б)	1	1	1.0
М.И. Кахиани	ЦК ВКП(б)	1	1	1.0
М.И. Кащеева	ВКП(б)	1	1	1.0
М.И. Кащеева	Коминтерн	1	1	1.0
М.И. Кащеева	Политбюро	1	1	1.0
М.И. Кащеева	Правда	1	1	1.0
М.И. Кащеева	ЦК ВКП(б)	1	1	1.0
М.И. Лурье	ГУГБ	1	3	0.3333
М.И. Новожилова	Политбюро	1	2	0.5
М.И. Новожилова	Секретариат ЦИК СССР	1	2	0.5
М.И. Новожилова	ЦИК СССР	1	2	0.5
М.И. Рябининой	ВКП(б)	1	1	1.0
М.И. Рябининой	ГУГБ	1	1	1.0
М.И. Рябининой	ИНО ГУГБ	1	1	1.0
М.И. Рябининой	НКВД	1	1	1.0
М.И. Томской	Правда	1	1	1.0
М.К. Мухановой	ВКП(б)	1	1	1.0
М.К. Мухановой	ГУГБ	1	1	1.0
М.Л. Быховского	НКВД	1	3	0.3333
М.Л. Елина	ВКП(б)	1	1	1.0
М.Л. Елина	ГУГБ	1	1	1.0
М.Л. Елина	НКВД	1	1	1.0
М.Л. Левина	ВКП(б)	1	1	1.0
М.Л. Левина	ГУГБ	1	1	1.0
М.Л. Левина	ИККИ	1	1	1.0
М.Л. Левина	Известия	1	1	1.0
М.Л. Левина	НКВД	1	1	1.0
М.Л. Левина	ЦК ВКП(б)	1	1	1.0
М.М. Домбровским	ГУГБ	1	1	1.0
М.М. Домбровским	НКВД	1	1	1.0
М.М. Карпова	ВКП(б)	1	1	1.0
М.М. Карпова	ГУГБ	1	1	1.0
М.М. Карпова	Политбюро	1	1	1.0
М.М. Карпова	Правда	1	1	1.0
М.М. Карпова	Совнарком	1	1	1.0
М.М. Карпова	ЦК ВКП(б)	1	1	1.0
М.М. Киллерога	Правда	1	6	0.1667
М.М. Киллерога	Совнарком	1	6	0.1667
М.М. Кудряшева	НКВД	1	2	0.5
М.М. Кудряшева	Совнарком	1	2	0.5
М.М. Кудряшева	ЦК ВКП(б)	1	2	0.5
М.М. Малинова	ВКП(б)	1	1	1.0
М.М. Малинова	ЦК ВКП(б)	1	1	1.0
М.М. Михайлова	ВКП(б)	1	1	1.0
М.М. Михайлова	ГУГБ	1	1	1.0
М.М. Михайлова	ЦК ВКП(б)	1	1	1.0
М.М. Оскольский-Финкельштейн	ВКП(б)	1	1	1.0
М.М. Оскольский-Финкельштейн	ГУГБ	1	1	1.0
М.М. Оскольский-Финкельштейн	НКВД	1	1	1.0
М.М. Оскольский-Финкельштейн	ЦК ВКП(б)	1	1	1.0
М.М. Харитонова	КПК	1	11	0.0909
М.М. Харитонова	КПК при ЦК ВКП(б)	1	11	0.0909
М.М. Харитоновым	ГУГБ	1	1	1.0
М.М. Харитоновым	Коминтерн	1	1	1.0
М.М. Харитоновым	НКВД	1	1	1.0
М.М. Чередниченко	ВКП(б)	1	2	0.5
М.М. Чередниченко	Правда	1	2	0.5
М.М. Чередниченко	ЦК ВКП(б)	1	2	0.5
М.Н. Авдеева	ВКП(б)	1	1	1.0
М.Н. Дьячкова	ВКП(б)	1	1	1.0
М.Н. Дьячкова	ГУГБ	1	1	1.0
М.Н. Дьячкова	Политбюро	1	1	1.0
М.Н. Дьячкова	ЦК ВКП(б)	1	1	1.0
М.Н. Рябинина	ЦК ВКП(б)	1	2	0.5
М.Н. Уфимцевой	ВКП(б)	1	1	1.0
М.Н. Уфимцевой	ГУГБ	1	1	1.0
М.Н. Уфимцевой	НКВД	1	1	1.0
М.Н. Уфимцевой	ЦК ВКП(б)	1	1	1.0
М.Н. Яковлева	ИНО ГУГБ	1	9	0.1111
М.Н. Яковлева	ЦИК СССР	1	9	0.1111
М.П. Давыдова	ВКП(б)	1	1	1.0
М.П. Давыдова	ГУГБ	1	1	1.0
М.П. Давыдова	НКВД	1	1	1.0
М.П. Давыдова	ЦК ВКП(б)	1	1	1.0
М.П. Жакова	Коминтерн	1	3	0.3333
М.П. Жакова	Правда	1	3	0.3333
М.П. Луковского	ГУГБ	1	1	1.0
М.П. Луковского	Совнарком	1	1	1.0
М.П. Прибыловского	ВКП(б)	1	1	1.0
М.П. Прибыловского	НКВД	1	1	1.0
М.П. Стремякова	ВКП(б)	1	1	1.0
М.П. Томского	Известия	1	4	0.25
М.П. Томского	Правда	1	4	0.25
М.С. Богуславского	Коминтерн	1	4	0.25
М.С. Богуславского	НКВД	1	4	0.25
М.С. Богуславского	Политбюро	1	4	0.25
М.С. Богуславского	Правда	1	4	0.25
М.С. Голендо	ВКП(б)	1	1	1.0
М.С. Голендо	ГУГБ	1	1	1.0
М.С. Голендо	НКВД	1	1	1.0
М.С. Голендо	Правда	1	1	1.0
М.С. Голендо	Совнарком	1	1	1.0
М.С. Голендо	ЦК ВКП(б)	1	1	1.0
М.С. Жалыбина-Быкова	ВКП(б)	1	1	1.0
М.С. Жалыбина-Быкова	ГУГБ	1	1	1.0
М.С. Жалыбина-Быкова	НКВД	1	1	1.0
М.С. Жалыбина-Быкова	ЦК ВКП(б)	1	1	1.0
М.С. Окуджавы	ГУГБ	1	3	0.3333
М.С. Окуджавы	НКВД	1	3	0.3333
М.С. Панфилова	ГУГБ	1	1	1.0
М.С. Панфилова	НКВД	1	1	1.0
М.С. Строилова	ВКП(б)	1	4	0.25
М.С. Строилова	НКВД	1	4	0.25
М.С. Строилова	Правда	1	4	0.25
М.С. Строилова	ЦК ВКП(б)	1	4	0.25
М.С. Югова	ВКП(б)	1	1	1.0
М.С. Югова	ЦК ВКП(б)	1	1	1.0
М.Т. Антонова	НКВД	1	2	0.5
М.Ф. Иоэльсона	ВКП(б)	1	1	1.0
М.Ф. Иоэльсона	ГУГБ	1	1	1.0
М.Ф. Иоэльсона	Известия	1	1	1.0
М.Ф. Иоэльсона	Правда	1	1	1.0
М.Ф. Иоэльсона	ЦК ВКП(б)	1	1	1.0
М.Ф. Постоловского	ГУГБ	1	2	0.5
М.Ф. Постоловского	Правда	1	2	0.5
М.Ф. Постоловского	Совнарком	1	2	0.5
М.Ф. Шкирятову	НКВД	1	8	0.125
М.Ф. Шкирятову	НКИД	1	8	0.125
М.Ф. Шкирятову	Правда	1	8	0.125
М.Ф. Шкирятову	Совнарком	1	8	0.125
М.Х. Орлова	ГУГБ	1	1	1.0
М.Х. Орлова	Правда	1	1	1.0
М.Я. Карпова	ВКП(б)	1	1	1.0
М.Я. Карпова	Известия	1	1	1.0
М.Я. Карпова	НКВД	1	1	1.0
М.Я. Карпова	Правда	1	1	1.0
М.Я. Карпова	ЦК ВКП(б)	1	1	1.0
М.Я. Презента	ВКП(б)	1	1	1.0
М.Я. Презента	ГУГБ	1	1	1.0
М.Я. Презента	НКВД	1	1	1.0
М.Я. Презента	НКИД	1	1	1.0
М.Я. Презента	ЦИК СССР	1	1	1.0
Молотов	ИНО ГУГБ	1	6	0.1667
Молотов	Известия	1	6	0.1667
Молотов	Коминтерн	1	6	0.1667
Молотов	Правда	1	6	0.1667
Молотов	Совнарком	1	6	0.1667
Н.А. Бобылева	ВКП(б)	1	1	1.0
Н.А. Бобылева	ГУГБ	1	1	1.0
Н.А. Бобылева	Политбюро	1	1	1.0
Н.А. Бобылева	ЦК ВКП(б)	1	1	1.0
Н.А. Емельянова	ВКП(б)	1	1	1.0
Н.А. Емельянова	Правда	1	1	1.0
Н.А. Емельянова	ЦК ВКП(б)	1	1	1.0
Н.А. Карева	Верховный Суд СССР	1	4	0.25
Н.А. Карева	НКВД	1	4	0.25
Н.А. Карева	Политбюро	1	4	0.25
Н.А. Королева	ВКП(б)	1	1	1.0
Н.А. Королева	ГУГБ	1	1	1.0
Н.А. Королева	НКВД	1	1	1.0
Н.А. Розенфельд	Известия	1	16	0.0625
Н.А. Розенфельд	КПК	1	16	0.0625
Н.А. Розенфельд	Политбюро	1	16	0.0625
Н.А. Розенфельд	ЦИК СССР	1	16	0.0625
Н.А. Угланова	ГУГБ	1	6	0.1667
Н.А. Угланова	КПК	1	6	0.1667
Н.А. Царькова	Правда	1	5	0.2
Н.Б. Розенфельда	НКВД	1	5	0.2
Н.Б. Скаловой	ВКП(б)	1	2	0.5
Н.Б. Скаловой	Правда	1	2	0.5
Н.Б. Скаловой	ЦК ВКП(б)	1	2	0.5
Н.В. Голубенко	Совнарком	1	11	0.0909
Н.В. Комогорова	ВКП(б)	1	1	1.0
Н.В. Комогорова	ГУГБ	1	1	1.0
Н.В. Комогорова	Известия	1	1	1.0
Н.В. Комогорова	Коминтерн	1	1	1.0
Н.В. Комогорова	Лига Наций	1	1	1.0
Н.В. Комогорова	НКВД	1	1	1.0
Н.В. Комогорова	Правда	1	1	1.0
Н.В. Комогорова	Совнарком	1	1	1.0
Н.В. Комогорова	ЦК ВКП(б)	1	1	1.0
Н.Г. Ольховского	ВКП(б)	1	1	1.0
Н.Г. Ольховского	ГУГБ	1	1	1.0
Н.Г. Ольховского	Политбюро	1	1	1.0
Н.Г. Ольховского	ЦК ВКП(б)	1	1	1.0
Н.Г. Туманова	ВКП(б)	1	1	1.0
Н.Г. Туманова	ГУГБ	1	1	1.0
Н.Г. Туманова	НКВД	1	1	1.0
Н.Г. Туманова	Правда	1	1	1.0
Н.Г. Туманова	ЦК ВКП(б)	1	1	1.0
Н.Д. Зарицкого	ЦИК СССР	1	1	1.0
Н.Е. Нилендера	ВКП(б)	1	1	1.0
Н.Е. Нилендера	ГУГБ	1	1	1.0
Н.И. Андреева	ГУГБ	1	1	1.0
Н.И. Бураго	Правда	1	6	0.1667
Н.И. Медникова	ВКП(б)	1	1	1.0
Н.И. Медникова	ГУГБ	1	1	1.0
Н.И. Медникова	НКВД	1	1	1.0
Н.И. Медникова	ЦК ВКП(б)	1	1	1.0
Н.И. Мильгевского	ВКП(б)	1	1	1.0
Н.И. Мильгевского	ГУГБ	1	1	1.0
Н.И. Муралова	НКВД	1	2	0.5
Н.И. Муралова	Политбюро	1	2	0.5
Н.И. Муралова	Совнарком	1	2	0.5
Н.И. Мухина	Коминтерн	1	8	0.125
Н.И. Третьякова	ВКП(б)	1	1	1.0
Н.И. Третьякова	ГУГБ	1	1	1.0
Н.И. Третьякова	НКВД	1	1	1.0
Н.И. Трубиева	ВКП(б)	1	1	1.0
Н.И. Трубиева	ГУГБ	1	1	1.0
Н.И. Трубиева	Коминтерн	1	1	1.0
Н.И. Трубиева	НКВД	1	1	1.0
Н.И. Трубиева	Правда	1	1	1.0
Н.И. Трубиева	ЦК ВКП(б)	1	1	1.0
Н.К. Буянского	ВКП(б)	1	1	1.0
