person	raw_forms	document_count	total_words	first_date	last_date	process_count	processes	collection_count	collections
Л.И. Перельштейн	Л.И. Перельштейн	2	2785	1935-04-01T02:00:00	1935-04-08T02:04:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.И. Пономарева	Л.И. Пономарева	2	3392	1936-03-21T02:00:00	1936-04-14T08:23:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.И. Сосицким	Л.И. Сосицким	2	426	1934-12-23T05:00:00	1934-12-23T06:00:00	2	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА” | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Н. Минервиной	Л.Н. Минервиной	2	3373	1935-03-21T04:00:00	1935-04-22T01:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.П. Берии	Л.П. Берии	2	3713	1936-09-05T14:14:40	1937-03-08T17:05:09	2	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Ассиновского	Л.С. Ассиновского	2	2094	1936-11-06T15:52:01	1936-11-11T15:56:34	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Мамишвили-Мишкевич	Л.С. Мамишвили-	2	5599	1936-11-25T18:03:44	1937-02-01T19:15:25	2	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Тер-Минасов	Л.С. Тер-	2	6073	1937-01-01T19:51:50	1937-02-07T19:38:13	2	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Х. Розенблюма	Л.Х. Розенблюма	2	3870	1936-03-13T01:22:00	1936-04-03T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Жарикова	М.А. Жарикова	2	8116	1936-10-25T01:29:00	1936-11-26T21:57:36	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Б. Черномордику	М.Б. Черномордику	2	432	1935-03-29T11:50:26	1935-03-29T12:05:36	1	КРЕМЛЕВСКОЕ ДЕЛО	1	Г.Б. СИНАНИ-СКАЛОВ
М.В. Михайлика	М.В. Михайлика	2	2346	1936-10-05T11:36:32	1936-10-10T11:46:10	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Муравьева	М.В. Муравьева	2	608	1934-12-16T03:00:00	1934-12-19T00:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Г. Сафьянова	М.Г. Сафьянова	2	1981	1936-04-01T01:42:00	1936-04-29T03:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Новожилова	М.И. Новожилова	2	3145	1935-04-03T03:00:00	1935-04-03T05:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Сумецкого	М.И. Сумецкого	2	5548	1936-12-28T18:18:01	1937-01-02T18:22:01	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Кудряшева	М.М. Кудряшева	2	3079	1936-11-04T08:25:21	1936-11-10T08:28:53	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Чередниченко	М.М. Чередниченко	2	2920	1936-12-22T14:08:12	1937-01-02T14:13:03	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Рябинина	М.Н. Рябинина	2	2344	1935-04-04T00:00:00	1935-04-23T01:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Т. Антонова	М.Т. Антонова	2	7453	1936-07-22T01:10:00	1936-08-16T01:10:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Ф. Постоловского	М.Ф. Постоловского	2	4105	1937-01-07T08:25:04	1937-02-23T19:22:52	2	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Б. Скаловой	Н.Б. Скаловой	2	2775	1935-03-31T00:00:00	1935-04-03T01:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.В. Буинцева	Н.В. Буинцева	2	5205	1937-01-14T20:31:56	1937-01-20T20:42:17	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Муралова	Н.И. Муралова	2	5033	1936-12-05T08:20:28	1936-12-09T13:23:27	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.К. Магдарьева	Н.К. Магдарьева	2	391	1935-01-12T09:00:00	1935-01-13T02:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Л. Лурье	Н.Л. Лурье	2	4476	1936-07-11T01:10:00	1936-07-21T01:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.М. Маторина	Н.М. Маторина	2	2977	1936-05-28T01:10:00	1936-06-30T00:14:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.М. Насонова	Н.М. Насонова	2	1272	1935-01-20T00:00:00	1935-01-22T00:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Н. Алексеева	Н.Н. Алексеева	2	1413	1933-02-12T09:57:30	1933-02-21T10:06:58	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Н.Н. Мищенко	Н.Н. Мищенко	2	1083	1935-03-14T03:00:00	1935-04-17T04:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Н. Шатского	Н.Н. Шатского	2	974	1934-12-06T07:01:00	1934-12-07T01:00:00	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.П. Дзениса	О.П. Дзениса	2	3006	1936-12-15T22:20:08	1936-12-23T11:44:46	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Липшица	П.А. Липшица	2	5062	1936-07-10T01:10:00	1936-07-19T01:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Г. Петровского	П.Г. Петровского	2	4126	1933-02-24T14:23:22	1934-06-30T18:06:36	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
П.К. Александрова	П.К. Александрова	2	6259	1933-03-18T07:03:19	1937-02-05T20:40:23	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	2	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
П.М. Репникова	П.М. Репникова	2	2024	1935-01-09T05:00:00	1935-01-14T12:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Н. Нечаева	П.Н. Нечаева	2	1749	1936-03-28T01:00:00	1936-04-04T00:03:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.П. Бурмистрова	П.П. Бурмистрова	2	380	1935-01-02T14:00:00	1935-01-02T17:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.П. Северова	П.П. Северова	2	887	1934-12-18T07:00:00	1934-12-25T05:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Ф. Полякова	П.Ф. Полякова	2	1678	1935-02-10T02:00:00	1935-04-17T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Пригожин	Пригожин	2	10794	1936-07-20T02:10:00	1936-08-05T01:10:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.А. Петерсона	Р.А. Петерсона	2	1291	1935-05-10T21:54:55	1935-05-24T15:02:00	1	КРЕМЛЕВСКОЕ ДЕЛО	2	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
Р.С. Беннет	Р.С. Беннет	2	6066	1935-04-20T00:35:00	1935-04-28T00:10:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Радин	Радин	2	12030	1937-02-13T20:51:20	1937-02-22T21:10:32	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Гоглидзе	С.А. Гоглидзе	2	3401	1937-02-10T16:58:51	1937-02-16T16:22:28	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Ратайчаком	С.А. Ратайчака | С.А. Ратайчаком	2	7461	1936-10-14T01:36:00	1937-01-15T21:03:21	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Г. Радомысльского	С.Г. Радомысльского	2	3212	1935-07-16T16:44:56	1936-10-09T13:04:48	2	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.М. Закс-Гладнев	С.М. Закса-	2	8900	1936-04-24T17:06:51	1936-08-03T00:10:00	2	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	2	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
С.О. Мандельштама	С.О. Мандельштама	2	1303	1934-12-17T06:01:03	1934-12-18T04:01:54	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Калашникова	С.П. Калашникова	2	4986	1937-02-11T10:31:14	1937-02-14T10:40:50	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Минаева	С.П. Минаева	2	1495	1935-01-01T07:00:00	1935-01-02T00:01:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.С. Зорина	С.С. Зорина	2	890	1935-01-02T22:01:33	1935-01-21T03:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Я. Бабахана	С.Я. Бабахана	2	4317	1936-07-06T10:49:00	1936-07-23T00:32:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Т.Г. Гатаулина	Т.Г. Гатаулина	2	1820	1936-03-26T00:00:00	1936-04-09T02:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Т.П. Денисовой	Т.П. Денисовой	2	1794	1935-02-28T01:00:00	1935-03-17T05:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Т.Р. Левиной	Т.Р. Левиной	2	5120	1933-03-21T08:03:53	1937-01-25T13:59:23	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	2	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
Ф.Г. Иванова	Ф.Г. Иванова	2	2276	1935-03-29T01:09:00	1935-04-10T00:05:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Вайсберга	Ф.И. Вайсберга	2	2331	1936-09-14T16:41:22	1936-10-09T11:39:33	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Э.Б. Абрамсона	Э.Б. Абрамсона	2	1165	1935-01-06T01:00:00	1935-01-07T00:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Б. Тартаковской	Ю.Б. Тартаковской	2	1267	1934-12-23T01:00:00	1935-01-03T11:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.М. Бочарова	Ю.М. Бочарова	2	3592	1936-04-13T08:20:00	1936-04-24T12:51:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.А. Фуртичева	Я.А. Фуртичева	2	5390	1936-04-09T01:00:00	1936-05-04T01:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Д. Лейбмана	Я.Д. Лейбмана	2	1945	1936-10-15T21:51:56	1936-10-20T21:46:02	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.И. Богомольного	Я.И. Богомольного	2	700	1934-12-17T07:00:00	1934-12-31T06:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.С. Розановым	Я.С. Розановым	2	1596	1936-03-31T16:10:00	1936-04-03T03:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Я. Упмал-Ангарский	Я.Я. Упмал-	2	3950	1936-04-22T02:00:00	1936-05-10T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Абрамова	А.А. Абрамова	1	1345	1936-11-29T14:43:23	1936-11-29T14:43:23	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Антипиной	А.А. Антипиной	1	239	1935-01-01T09:00:00	1935-01-01T09:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Гардин-Гейер	А.А. Гардина-	1	1619	1935-04-17T00:00:00	1935-04-17T00:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Жданову	А.А. Жданову	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Израилитина	А.А. Израилитина	1	264	1935-01-13T01:00:00	1935-01-13T01:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Карпова	А.А. Карпова	1	2426	1936-10-28T18:42:08	1936-10-28T18:42:08	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Нелидовой	А.А. Нелидовой	1	1119	1935-03-10T02:10:00	1935-03-10T02:10:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Орловой	А.А. Орловой	1	162	1935-01-30T18:50:00	1935-01-30T18:50:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Табанакова	А.А. Табанакова	1	3692	1937-03-01T12:00:25	1937-03-01T12:00:25	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Бочарова	А.В. Бочарова	1	1534	1935-04-08T22:54:16	1935-04-08T22:54:16	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
А.В. Дзедзиевского	А.В. Дзедзиевского	1	3319	1936-11-15T15:52:23	1936-11-15T15:52:23	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Перимовым	А.В. Перимовым	1	276	1935-01-10T14:00:00	1935-01-10T14:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Травиной	А.В. Травиной	1	2505	1937-01-31T12:25:49	1937-01-31T12:25:49	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	БУХАРИН
А.Г. Егорова	А.Г. Егорова	1	672	1934-12-26T11:22:24	1934-12-26T11:22:24	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
А.Г. Корчагиной	А.Г. Корчагиной	1	1085	1935-03-23T01:00:00	1935-03-23T01:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Г. Шляпникова	А.Г. Шляпникова	1	352	1935-01-02T22:01:33	1935-01-02T22:01:33	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Д. Арефьевым	А.Д. Арефьевым	1	565	1933-03-22T08:06:13	1933-03-22T08:06:13	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
А.Д. Бронштейне	А.Д. Бронштейне	1	436	1936-08-23T23:54:31	1936-08-23T23:54:31	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.З. Волкова	А.З. Волкова	1	2410	1936-10-14T18:23:40	1936-10-14T18:23:40	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Анишевым	А.И. Анишевым	1	468	1935-01-02T19:00:00	1935-01-02T19:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Бриггиса	А.И. Бриггиса	1	2254	1936-03-29T05:00:00	1936-03-29T05:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Витковского	А.И. Витковского	1	2015	1936-10-18T15:35:56	1936-10-18T15:35:56	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Гальперина	А.И. Гальперина	1	3213	1936-10-11T21:48:33	1936-10-11T21:48:33	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Емшанова	А.И. Емшанова	1	5133	1937-02-03T21:24:29	1937-02-03T21:24:29	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Зильбермана	А.И. Зильбермана	1	1548	1934-12-25T02:00:00	1934-12-25T02:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Муралова	А.И. Муралова	1	393	1937-01-26T09:13:34	1937-01-26T09:13:34	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.И. Мячиной	А.И. Мячиной	1	828	1935-04-19T01:34:00	1935-04-19T01:34:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Никитинской	А.И. Никитинской	1	895	1935-02-26T00:00:00	1935-02-26T00:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Рамм-Пфемферт	А.И. Рамм-	1	349	1930-04-02T14:37:24	1930-04-02T14:37:24	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ОЛЬБЕРГ
А.И. Толмазовым	А.И. Толмазовым	1	218	1934-12-25T04:00:00	1934-12-25T04:00:00	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Уварова	А.И. Уварова	1	3435	1936-07-14T01:10:00	1936-07-14T01:10:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.К. Бормана	А.К. Бормана	1	913	1935-12-17T21:03:15	1935-12-17T21:03:15	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
А.К. Дрожжина	А.К. Дрожжина	1	1724	1936-11-16T19:11:06	1936-11-16T19:11:06	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.К. Язовских	А.К. Язовских	1	2498	1937-01-23T17:19:33	1937-01-23T17:19:33	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Л. Голоступеца	А.Л. Голоступеца	1	827	1935-03-31T03:00:00	1935-03-31T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Л. Леонтьева	А.Л. Леонтьева	1	9013	1936-08-09T00:38:00	1936-08-09T00:38:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.М. Аркус	А.М. Аркус	1	137	1936-07-11T00:10:00	1936-07-11T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Березина	А.М. Березина	1	1051	1935-01-05T17:00:00	1935-01-05T17:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Кашкина	А.М. Кашкина	1	3946	1936-10-06T00:36:00	1936-10-06T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Луцука	А.М. Луцука	1	3428	1937-01-27T14:45:53	1937-01-27T14:45:53	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Непомнящего	А.М. Непомнящего	1	325	1937-02-05T17:29:36	1937-02-05T17:29:36	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.М. Попова	А.М. Попова	1	912	1936-03-22T01:00:00	1936-03-22T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Сосипатрова	А.М. Сосипатрова	1	1821	1935-03-19T03:00:00	1935-03-19T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Ясюкевича	А.М. Ясюкевича	1	1547	1936-09-23T05:36:00	1936-09-23T05:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Барулина	А.Н. Барулина	1	2356	1936-10-20T09:26:00	1936-10-20T09:26:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Бурова	А.Н. Бурова	1	1277	1936-01-21T17:18:00	1936-01-21T17:18:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Маевского	А.Н. Маевского	1	1544	1936-10-10T01:36:00	1936-10-10T01:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Панова	А.Н. Панова	1	257	1935-01-02T01:00:00	1935-01-02T01:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Поскребышеву	А.Н. Поскребышеву	1	45	1935-04-27T13:15:00	1935-04-27T13:15:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
А.Н. Слепковым	А.Н. Слепковым	1	565	1933-03-22T08:06:13	1933-03-22T08:06:13	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
А.Н. Фокина	А.Н. Фокина	1	1036	1936-04-29T01:00:00	1936-04-29T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.О. Альского	А.О. Альского	1	4994	1936-04-22T18:35:00	1936-04-22T18:35:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.О. Голлендера	А.О. Голлендера	1	1886	1937-01-16T12:34:58	1937-01-16T12:34:58	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.П. Дьячкова	А.П. Дьячкова	1	724	1935-03-20T06:00:00	1935-03-20T06:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.П. Метальникова	А.П. Метальникова	1	2623	1936-10-26T21:38:01	1936-10-26T21:38:01	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
